S/N,AMOUNT,ITEM,??,UNIX TIMESTAMP,STATUS,PAYMENT REF,SESSION,,PRINT STATUS,LEVEL,??
1033,25000,CERT,1,1619515200,successful,FA06BD89W,2020/2021,nil,PRINTED,ND,YES
1034,25000,CERT,1,1619515841,successful,W4GMQEBKP,2020/2021,nil,PRINTED,ND,YES
1035,25000,CERT,1,1619596856,successful,GHE8BP0UN,2020/2021,nil,PRINTED,ND,NIL
1036,25000,CERT,1,1619590124,successful,6FAQ82KU0,2020/2021,nil,UNPRINTED,ND,YES
1037,25000,CERT,1,1619531454,successful,WKH1048SU,2020/2021,nil,PRINTED,ND,NIL
1038,25000,CERT,1,1619532530,successful,QR0C1UM8F,2020/2021,nil,PRINTED,ND,NIL
1039,10000,TRANS,1,1619533193,successful,TGFH7UECB,2020/2021,nil,PRINTED,ND,NIL
1040,25000,CERT,1,1619540982,successful,4VK59U8T1,2020/2021,nil,PRINTED,ND,YES
1041,25000,CERT,1,1619584882,failed,NWMF9QAHG,2020/2021,nil,UNPRINTED,ND,NIL
1042,25000,CERT,1,1619689539,successful,N8KRBCE02,2020/2021,nil,PRINTED,ND,YES
1043,25000,CERT,1,1619598512,successful,QDKU52FN6,2020/2021,nil,PRINTED,ND,NIL
1044,25000,CERT,1,1619598064,successful,NHE5MV92S,2020/2021,nil,PRINTED,ND,NIL
1045,25000,CERT,1,1619598854,successful,R7KDNFWGH,2020/2021,nil,PRINTED,ND,YES
1046,25000,CERT,1,1619599696,successful,T0KDJHQN2,2020/2021,nil,PRINTED,ND,YES
1047,25000,CERT,1,1619599794,successful,6FAQ82KU0,2020/2021,nil,PRINTED,HND,NIL
1048,25000,CERT,1,1619600824,successful,VHBC5N7GQ,2020/2021,nil,PRINTED,HND,NIL
1049,25000,CERT,1,1619602989,successful,T00KSHR6E,2020/2021,nil,PRINTED,ND,NIL
1050,25000,CERT,1,1619609338,successful,5W7USENF6,2020/2021,nil,PRINTED,ND,NIL
1052,25000,CERT,1,1619611481,failed,14A8UQED0,2020/2021,nil,UNPRINTED,ND,NIL
1051,25000,CERT,1,1619609555,successful,K507NS8GH,2020/2021,nil,PRINTED,ND,YES
1053,25000,CERT,1,1619611665,failed,14A8UQED0,2020/2021,nil,UNPRINTED,HND,NIL
1054,10000,TRANS,1,1619612448,successful,0PKRT670G,2020/2021,nil,PRINTED,HND,NIL
1055,10000,TRANS,1,1619612905,successful,5RD0M6FTS,2020/2021,nil,UNPRINTED,ND,NIL
1056,25000,CERT,1,1619613614,successful,BR28FT5MC,2020/2021,nil,PRINTED,ND,YES
1057,25000,CERT,1,1619700842,successful,GERKQ7MHV,2020/2021,nil,PRINTED,ND,YES
1058,10000,TRANS,1,1652697030,failed,D2TH1U7K8,2020/2021,nil,UNPRINTED,ND,NIL
1059,25000,CERT,1,1619682552,successful,7D9P8Q40J,2020/2021,nil,PRINTED,ND,YES
1060,25000,CERT,1,1619685759,successful,UBSVE827D,2020/2021,nil,PRINTED,ND,NIL
1061,10000,TRANS,1,1619691428,successful,2QB7C45RK,2020/2021,nil,PRINTED,ND,YES
1062,25000,CERT,1,1619871323,successful,DJH26PNVT,2020/2021,nil,PRINTED,ND,NIL
1063,25000,CERT,1,1619693316,successful,40QJMAB0R,2020/2021,nil,PRINTED,ND,YES
1064,10000,TRANS,1,1619693732,failed,DFJTQEVA0,2020/2021,nil,UNPRINTED,ND,NIL
1065,25000,CERT,1,1619698557,successful,E2K0VM8DF,2020/2021,nil,PRINTED,ND,NIL
1066,25000,CERT,1,1619705469,successful,TWP267VGR,2020/2021,nil,PRINTED,ND,NIL
1067,25000,CERT,1,1619707922,failed,WT60FH4N8,2020/2021,nil,UNPRINTED,ND,NIL
1068,25000,CERT,1,1619734091,successful,AMGJ7C8FQ,2020/2021,nil,PRINTED,ND,YES
1069,25000,CERT,1,1619735172,successful,MKSFAVQ59,2020/2021,nil,PRINTED,ND,YES
1070,25000,CERT,1,1619768386,successful,SJ98M50U2,2020/2021,nil,PRINTED,ND,NIL
1071,10000,TRANS,1,1619774296,successful,27VFWHKPC,2020/2021,nil,UNPRINTED,HND,NIL
1072,25000,CERT,1,1619775064,successful,F07WAVUCP,2020/2021,nil,PRINTED,ND,YES
1073,10000,TRANS,1,1619776958,successful,02NF8AUW7,2020/2021,nil,PRINTED,ND,NIL
1074,10000,TRANS,1,1619777422,successful,5H8CA4G7P,2020/2021,nil,PRINTED,HND,NIL
1075,25000,CERT,1,1619777990,successful,SEWV5Q7J0,2020/2021,nil,PRINTED,ND,NIL
1076,25000,CERT,1,1619778322,successful,K08RTWM70,2020/2021,nil,PRINTED,ND,YES
1077,25000,CERT,1,1619967920,successful,M4WU7TQN5,2020/2021,nil,PRINTED,ND,NIL
1078,10000,TRANS,1,1619780071,successful,5VWGSQD74,2020/2021,nil,PRINTED,HND,NIL
1079,25000,CERT,1,1619781254,successful,9GV25ES6K,2020/2021,nil,PRINTED,ND,NIL
1080,10000,TRANS,1,1619783565,successful,J806KW29H,2020/2021,nil,PRINTED,ND,NIL
1082,10000,TRANS,1,1619862503,failed,1F0BR4KT6,2020/2021,nil,UNPRINTED,ND,NIL
1081,25000,CERT,1,1619784910,successful,UPB0F6NS5,2020/2021,nil,UNPRINTED,ND,YES
1083,25000,CERT,1,1619877197,successful,QN4UMVRA5,2020/2021,nil,PRINTED,ND,YES
1084,25000,CERT,1,1619878059,successful,DEWA5GRNC,2020/2021,nil,PRINTED,ND,YES
1085,10000,TRANS,1,1619879815,failed,NEW9V8QA0,2020/2021,nil,UNPRINTED,HND,NIL
1086,25000,CERT,1,1619970910,successful,2KR14F6E9,2020/2021,nil,PRINTED,ND,NIL
1087,25000,CERT,1,1619985589,successful,G80MBAQNE,2020/2021,nil,PRINTED,ND,NIL
1113,25000,CERT,1,1620296896,successful,8R9P6KQAJ,2020/2021,nil,PRINTED,HND,YES
1088,25000,CERT,1,1620032053,successful,0S50EJTHF,2020/2021,nil,PRINTED,ND,YES
1089,10000,TRANS,1,1620114495,successful,8U7GDM2CW,2020/2021,nil,PRINTED,ND,NIL
1090,25000,CERT,1,1620116402,failed,PCQJ2MW8H,2020/2021,nil,UNPRINTED,ND,NIL
1091,25000,CERT,1,1620297555,successful,V85BART09,2020/2021,nil,PRINTED,ND,YES
1092,25000,CERT,1,1620119296,successful,DJW6KPVB9,2020/2021,nil,PRINTED,ND,YES
1093,25000,CERT,1,1620305400,successful,41WE8UR2V,2020/2021,nil,PRINTED,ND,YES
1094,25000,CERT,1,1620124065,failed,PKGEB0H5V,2020/2021,nil,UNPRINTED,ND,NIL
1095,25000,CERT,1,1620124764,successful,7VAQE2GSC,2020/2021,nil,PRINTED,ND,NIL
1096,25000,CERT,1,1620130030,successful,7GPJW06EQ,2020/2021,nil,PRINTED,ND,NIL
1097,25000,CERT,1,1620128029,successful,TA54CD1RB,2020/2021,nil,PRINTED,ND,NIL
1098,25000,CERT,1,1620138276,successful,1R7ES5T0W,2020/2021,nil,PRINTED,ND,YES
1099,25000,CERT,1,1625496833,successful,50JD16K48,2020/2021,nil,PRINTED,ND,NIL
1100,25000,CERT,1,1620136671,successful,KVA06U8GT,2020/2021,nil,PRINTED,ND,NIL
1101,25000,CERT,1,1620137439,successful,08VKRJST5,2020/2021,nil,UNPRINTED,ND,YES
1102,25000,CERT,1,1620157862,successful,4MKWQ07PH,2020/2021,nil,PRINTED,ND,NIL
1103,25000,CERT,1,1620195754,successful,5GSHU0JF6,2020/2021,nil,PRINTED,ND,NIL
1104,25000,CERT,1,1620203657,successful,MF8AE7CJ0,2020/2021,nil,PRINTED,ND,NIL
1105,25000,CERT,1,1620204118,successful,TRP2UVHAB,2020/2021,nil,PRINTED,ND,NIL
1106,25000,CERT,1,1620208637,successful,7JWDEK12T,2020/2021,nil,PRINTED,ND,NIL
1107,25000,CERT,1,1620254856,successful,JDNRMFEC7,2020/2021,nil,PRINTED,ND,NIL
1108,25000,CERT,1,1620215727,failed,NGMD794VF,2020/2021,nil,UNPRINTED,ND,NIL
1109,25000,CERT,1,1620651950,successful,0A5V6T1R9,2020/2021,nil,PRINTED,ND,NIL
1110,25000,CERT,1,1620249580,successful,FSPND0BAJ,2020/2021,nil,PRINTED,ND,NIL
1111,25000,CERT,1,1620274786,successful,5618QSDKF,2020/2021,nil,PRINTED,ND,YES
1112,25000,CERT,1,1620353765,successful,NKBQD2RS0,2020/2021,nil,UNPRINTED,ND,YES
1114,25000,CERT,1,1620298527,successful,62QUP1ETH,2020/2021,nil,PRINTED,ND,YES
1115,25000,CERT,1,1620298493,failed,TUBCW8GN4,2020/2021,nil,UNPRINTED,ND,NIL
1117,25000,CERT,1,1620301770,successful,WJEMBKU1S,2020/2021,nil,PRINTED,ND,YES
1116,25000,CERT,1,1620298910,successful,5FJ6QBGV2,2020/2021,nil,PRINTED,ND,NIL
1118,25000,CERT,1,1620642512,successful,6P29G4ANC,2020/2021,nil,PRINTED,ND,YES
1119,25000,CERT,1,1620304087,failed,FJTNAK02P,2020/2021,nil,UNPRINTED,ND,NIL
1120,25000,CERT,1,1620306152,successful,8NAJFGVC9,2020/2021,nil,PRINTED,ND,YES
1121,25000,CERT,1,1620306537,successful,8J0TNWQP9,2020/2021,nil,PRINTED,ND,YES
1122,25000,CERT,1,1620372765,successful,TV8J502CP,2020/2021,nil,PRINTED,ND,NIL
1123,25000,CERT,1,1620309172,successful,81DN2FV5G,2020/2021,nil,PRINTED,ND,NIL
1124,25000,CERT,1,1620311965,successful,5F9ANQ1MR,2020/2021,nil,PRINTED,ND,NIL
1153,25000,CERT,1,1620647512,successful,9HS0E5N2F,2020/2021,nil,UNPRINTED,ND,YES
1125,25000,CERT,1,1620381607,successful,S607PFKUG,2020/2021,nil,PRINTED,ND,YES
1126,25000,CERT,1,1620381991,successful,F7S5AJ2P9,2020/2021,nil,PRINTED,ND,NIL
1127,25000,CERT,1,1620382849,successful,KW6H20DFP,2020/2021,nil,PRINTED,ND,NIL
1128,25000,CERT,1,1620388915,successful,TCB51MS4H,2020/2021,nil,PRINTED,ND,NIL
1129,25000,CERT,1,1620389398,successful,97CQ800BA,2020/2021,nil,PRINTED,ND,NIL
1130,25000,CERT,1,1620393641,successful,0JECMDKHQ,2020/2021,nil,PRINTED,ND,YES
1131,25000,CERT,1,1620404236,successful,C5T1DV6HK,2020/2021,nil,PRINTED,ND,NIL
1132,25000,CERT,1,1620503759,successful,SDA1GHE9V,2020/2021,nil,PRINTED,ND,NIL
1133,10000,TRANS,1,1620562338,failed,J2B1VDP7K,2020/2021,nil,UNPRINTED,HND,NIL
1134,25000,CERT,1,1620563744,successful,KG4CPBQ07,2020/2021,nil,PRINTED,ND,NIL
1135,25000,CERT,1,1620571047,successful,45CS8KP9U,2020/2021,nil,PRINTED,ND,YES
1136,25000,CERT,1,1620575461,successful,CG2URJKSP,2020/2021,nil,PRINTED,ND,NIL
1137,10000,TRANS,1,1620626154,failed,9AV1WJRBQ,2020/2021,nil,UNPRINTED,ND,NIL
1138,25000,CERT,1,1620635483,successful,UP6RDSQET,2020/2021,nil,PRINTED,ND,NIL
1139,25000,CERT,1,1620636212,successful,KVD698JEM,2020/2021,nil,PRINTED,ND,NIL
1140,25000,CERT,1,1620636927,successful,B6WTH0J5R,2020/2021,nil,PRINTED,ND,NIL
1141,25000,CERT,1,1620638065,failed,0CMSA28Q4,2020/2021,nil,UNPRINTED,ND,NIL
1142,25000,CERT,1,1620637271,successful,MHTW1CQ0K,2020/2021,nil,PRINTED,ND,NIL
1143,25000,CERT,1,1620637433,successful,04H6FW89D,2020/2021,nil,PRINTED,ND,YES
1144,25000,CERT,1,1620637532,successful,NT0VE264G,2020/2021,nil,PRINTED,ND,NIL
1145,25000,CERT,1,1620637900,successful,0E8B2F6AV,2020/2021,nil,PRINTED,ND,YES
1146,10000,TRANS,1,1620638599,successful,TQPBFEJUH,2020/2021,nil,PRINTED,ND,NIL
1147,25000,CERT,1,1620638551,successful,K80H2G09E,2020/2021,nil,PRINTED,ND,YES
1148,10000,TRANS,1,1620640353,successful,PJGVU5KE1,2020/2021,nil,PRINTED,HND,YES
1149,25000,CERT,1,1620641674,successful,07R1VQK85,2020/2021,nil,PRINTED,ND,NIL
1150,25000,CERT,1,1620644720,successful,0R1B8N642,2020/2021,nil,PRINTED,ND,YES
1151,25000,CERT,1,1620645471,successful,4J8UQRB9M,2020/2021,nil,PRINTED,ND,NIL
1152,25000,CERT,1,1620646198,successful,H84F9JWNV,2020/2021,nil,PRINTED,ND,YES
1154,25000,CERT,1,1620648733,successful,0RAHQKVDU,2020/2021,nil,PRINTED,ND,NIL
1155,25000,CERT,1,1620651971,successful,RMB02A7F4,2020/2021,nil,PRINTED,ND,YES
1156,25000,CERT,1,1620651813,successful,FBTV680QJ,2020/2021,nil,PRINTED,ND,YES
1157,25000,CERT,1,1620652741,successful,TD465QAB8,2020/2021,nil,PRINTED,ND,YES
1158,25000,CERT,1,1620653016,successful,M5JU01RPW,2020/2021,nil,PRINTED,HND,YES
1159,25000,CERT,1,1620653196,successful,4J6TR9KE8,2020/2021,nil,PRINTED,ND,NIL
1160,25000,CERT,1,1620654020,successful,FB400JRN7,2020/2021,nil,PRINTED,HND,NIL
1162,10000,TRANS,1,1620671959,failed,8STJN14HF,2020/2021,nil,UNPRINTED,ND,NIL
1161,25000,CERT,1,1620655510,successful,JTR05D7A2,2020/2021,nil,PRINTED,ND,YES
1163,25000,CERT,1,1620722160,successful,QWFHS1DUR,2020/2021,nil,PRINTED,ND,NIL
1164,10000,TRANS,1,1620726647,successful,9UTB47VG0,2020/2021,nil,PRINTED,ND,NIL
1165,25000,CERT,1,1620723380,successful,5VR00Q6GD,2020/2021,nil,PRINTED,ND,NIL
1166,10000,TRANS,1,1620727319,successful,950MWVD24,2020/2021,nil,PRINTED,HND,NIL
1167,25000,CERT,1,1620728832,successful,CTD9QV4FM,2020/2021,nil,PRINTED,ND,NIL
1168,25000,CERT,1,1620730289,successful,DAPGM1985,2020/2021,nil,PRINTED,ND,NIL
1169,25000,CERT,1,1620731103,successful,VDH5ES27B,2020/2021,nil,PRINTED,ND,NIL
1170,25000,CERT,1,1620731834,successful,E2JVC6571,2020/2021,nil,PRINTED,ND,YES
1171,25000,CERT,1,1620739163,successful,BWMHD0RPT,2020/2021,nil,PRINTED,ND,NIL
1172,25000,CERT,1,1620741158,failed,TM6Q47CPD,2020/2021,nil,UNPRINTED,HND,NIL
1173,25000,CERT,1,1620741180,failed,TM6Q47CPD,2020/2021,nil,UNPRINTED,ND,NIL
1174,25000,CERT,1,1620741818,successful,JUGDWKSPB,2020/2021,nil,PRINTED,HND,NIL
1175,25000,CERT,1,1620741910,successful,NP2SM94VJ,2020/2021,nil,PRINTED,HND,NIL
1176,25000,CERT,1,1620742167,successful,EASHN89JC,2020/2021,nil,PRINTED,HND,YES
1177,20000,CERT,1,1620742352,successful,JUGDWKSPB,2020/2021,nil,PRINTED,ND,YES
1178,25000,CERT,1,1652380771,successful,DGFVP524S,2020/2021,nil,UNPRINTED,ND,YES
1179,25000,CERT,1,1620799973,successful,0PD0TRQV4,2020/2021,nil,PRINTED,ND,NIL
1180,25000,CERT,1,1620807708,successful,NGB0TFC4E,2020/2021,nil,PRINTED,ND,YES
1181,25000,CERT,1,1620936822,successful,809URAFM2,2020/2021,nil,PRINTED,ND,YES
1182,10000,TRANS,1,1620993600,successful,K5EU0S924,2020/2021,nil,PRINTED,ND,NIL
1183,10000,TRANS,1,1620995772,successful,MVWFKRSTB,2020/2021,nil,PRINTED,HND,YES
1184,25000,CERT,1,1621086047,successful,8W9P5NVHG,2020/2021,nil,PRINTED,HND,YES
1185,10000,TRANS,1,1621011681,failed,2DPVQMT8S,2020/2021,nil,UNPRINTED,ND,NIL
1186,25000,CERT,1,1621145783,failed,CMP275GV0,2020/2021,nil,UNPRINTED,HND,NIL
1187,25000,CERT,1,1621191223,successful,S7F2EBM40,2020/2021,nil,PRINTED,ND,YES
1188,25000,CERT,1,1621237804,successful,CA06VRH5Q,2020/2021,nil,PRINTED,ND,YES
1189,25000,CERT,1,1621239987,failed,ABUDNR910,2020/2021,nil,UNPRINTED,ND,NIL
1190,25000,CERT,1,1621241192,successful,HQM5SKGTF,2020/2021,nil,PRINTED,ND,YES
1191,25000,CERT,1,1621241789,successful,JDAU0FM8P,2020/2021,nil,PRINTED,ND,YES
1192,25000,CERT,1,1621242661,successful,R26DFBS5K,2020/2021,nil,PRINTED,ND,NIL
1193,25000,CERT,1,1621243315,successful,TJ67BND0C,2020/2021,nil,PRINTED,ND,YES
1194,25000,CERT,1,1621243369,successful,FC5JQ9D8V,2020/2021,nil,PRINTED,ND,YES
1195,25000,CERT,1,1621245319,successful,7D4ARKS1G,2020/2021,nil,PRINTED,HND,NIL
1196,25000,CERT,1,1621246510,successful,N09KWJD27,2020/2021,nil,PRINTED,ND,NIL
1197,25000,CERT,1,1621246593,successful,WC7VEF50N,2020/2021,nil,PRINTED,ND,YES
1200,25000,CERT,1,1621247549,successful,JDAU0FM8P,2020/2021,nil,PRINTED,HND,YES
1198,25000,CERT,1,1621247099,successful,5TPN0MW9G,2020/2021,nil,PRINTED,ND,NIL
1199,25000,CERT,1,1621247126,successful,MEBSRJ0T5,2020/2021,nil,PRINTED,HND,YES
1201,10000,TRANS,1,1621247640,successful,WVM0G6T7N,2020/2021,nil,PRINTED,HND,NIL
1202,10000,TRANS,1,1621248362,successful,T5UN6P04G,2020/2021,nil,PRINTED,ND,NIL
1203,25000,CERT,1,1621251292,failed,NMV849RCJ,2020/2021,nil,UNPRINTED,HND,NIL
1509,10000,TRANS,1,1624020434,successful,EUD0QFVK5,2020/2021,nil,UNPRINTED,HND,NIL
1204,25000,CERT,1,1621251694,successful,5BFR4E20A,2020/2021,nil,PRINTED,ND,NIL
1205,10000,TRANS,1,1621252619,successful,045FB2MQD,2020/2021,nil,PRINTED,ND,NIL
1208,25000,CERT,1,1621255465,successful,168SWVMJB,2020/2021,nil,PRINTED,ND,NIL
1206,25000,CERT,1,1621252735,successful,PN904C26H,2020/2021,nil,PRINTED,ND,YES
1207,25000,CERT,1,1621253312,successful,85VRP60AQ,2020/2021,nil,PRINTED,ND,NIL
1209,25000,CERT,1,1621257963,successful,U5R1HPJWS,2020/2021,nil,PRINTED,ND,YES
1210,25000,CERT,1,1621260605,successful,CBRQHP564,2020/2021,nil,PRINTED,ND,YES
1211,25000,CERT,1,1621261767,successful,W7K0DNE8B,2020/2021,nil,PRINTED,ND,YES
1212,25000,CERT,1,1621265868,successful,TSV850KFQ,2020/2021,nil,PRINTED,ND,NIL
1213,25000,CERT,1,1621325669,successful,T2MNCGQV0,2020/2021,nil,PRINTED,ND,NIL
1214,25000,CERT,1,1621324541,successful,87FPRUQ64,2020/2021,nil,PRINTED,ND,YES
1215,25000,CERT,1,1621325589,successful,T8FC9Q42W,2020/2021,nil,PRINTED,HND,YES
1216,25000,CERT,1,1621329558,successful,KBE41G6WS,2020/2021,nil,PRINTED,ND,YES
1217,25000,CERT,1,1621327958,successful,9RM8FKGQS,2020/2021,nil,PRINTED,HND,YES
1218,25000,CERT,1,1621328204,successful,2DPHW09EK,2020/2021,nil,PRINTED,ND,NIL
1219,25000,CERT,1,1621328805,successful,2QKW40UPF,2020/2021,nil,PRINTED,HND,YES
1220,25000,CERT,1,1621329882,successful,D7FBJGQNM,2020/2021,nil,UNPRINTED,ND,YES
1221,10000,TRANS,1,1621330853,successful,KDU5MF7J1,2020/2021,nil,PRINTED,ND,NIL
1222,25000,CERT,1,1621335272,successful,BQ976P2HG,2020/2021,nil,PRINTED,ND,YES
1223,10000,TRANS,1,1621331541,successful,2JA7EGF8S,2020/2021,nil,PRINTED,HND,YES
1224,25000,CERT,1,1621334542,failed,8CBG157H2,2020/2021,nil,UNPRINTED,ND,NIL
1225,10000,TRANS,1,1621333625,successful,DHAU7SPE2,2020/2021,nil,PRINTED,HND,YES
1226,25000,CERT,1,1621334407,successful,7S905K2QF,2020/2021,nil,PRINTED,ND,YES
1227,25000,CERT,1,1621335866,successful,RVG9STN04,2020/2021,nil,PRINTED,ND,YES
1228,25000,CERT,1,1621337861,successful,HSN7T1R0U,2020/2021,nil,PRINTED,HND,NIL
1229,25000,CERT,1,1621338148,successful,7S6JWDTK5,2020/2021,nil,PRINTED,ND,YES
1230,25000,CERT,1,1621340224,successful,EU7SR0KTN,2020/2021,nil,PRINTED,ND,NIL
1231,25000,CERT,1,1621340598,successful,JDK5V24FS,2020/2021,nil,PRINTED,ND,YES
1232,25000,CERT,1,1630925607,successful,MC0G7208U,2020/2021,nil,PRINTED,HND,YES
1233,25000,CERT,1,1621347454,successful,HC08JAFP0,2020/2021,nil,UNPRINTED,HND,YES
1234,10000,TRANS,1,1621346979,successful,5QMJP2R7N,2020/2021,nil,PRINTED,HND,YES
1235,25000,CERT,1,1621348161,successful,FHS4K0B2V,2020/2021,nil,PRINTED,ND,NIL
1236,25000,CERT,1,1621349313,failed,VMTQCA2RU,2020/2021,nil,UNPRINTED,ND,NIL
1237,25000,CERT,1,1621355084,successful,D2H79T0WQ,2020/2021,nil,PRINTED,ND,YES
1238,25000,CERT,1,1621413587,successful,9548T0DWA,2020/2021,nil,PRINTED,ND,YES
1239,25000,CERT,1,1621439881,successful,G91DUA20C,2020/2021,nil,PRINTED,ND,YES
1240,25000,CERT,1,1621420863,successful,NK786UQRF,2020/2021,nil,PRINTED,ND,NIL
1241,25000,CERT,1,1621420359,successful,MH8W69TQ7,2020/2021,nil,PRINTED,ND,YES
1242,25000,CERT,1,1621423347,successful,HMCSNPJVU,2020/2021,nil,PRINTED,ND,YES
1243,25000,CERT,1,1621428766,successful,UVA4RC50G,2020/2021,nil,PRINTED,ND,YES
1244,25000,CERT,1,1621432479,successful,T4C1R5B0P,2020/2021,nil,PRINTED,ND,YES
1245,10000,TRANS,1,1621432508,successful,VMKNWH7EB,2020/2021,nil,PRINTED,ND,NIL
1253,25000,CERT,1,1657485589,successful,WPT68CK5G,2020/2021,nil,PRINTED,HND,NIL
1246,25000,CERT,1,1621489930,successful,684NPW97A,2020/2021,nil,PRINTED,ND,NIL
1247,25000,CERT,1,1621497780,successful,SGA5F6UR8,2020/2021,nil,PRINTED,ND,YES
1248,25000,CERT,1,1622075756,successful,TQ8MPNSBG,2020/2021,nil,PRINTED,ND,YES
1249,10000,TRANS,1,1624450572,successful,5U00J8M7S,2020/2021,nil,PRINTED,ND,YES
1250,25000,CERT,1,1638447996,successful,4MSU0R6DN,2020/2021,nil,PRINTED,ND,NIL
1251,25000,CERT,1,1621503325,successful,PQD86N2KA,2020/2021,nil,PRINTED,HND,NIL
1252,10000,TRANS,1,1621503674,successful,7JWUG6S1T,2020/2021,nil,PRINTED,HND,NIL
1254,25000,CERT,1,1621508350,successful,TWD6VEMHP,2020/2021,nil,PRINTED,ND,NIL
1255,20000,CERT,1,1621508916,failed,WMB9F0DU4,2020/2021,nil,UNPRINTED,HND,NIL
1256,25000,CERT,1,1621508958,successful,WMB9F0DU4,2020/2021,nil,UNPRINTED,HND,NIL
1257,25000,CERT,1,1622808602,successful,0VE6NWUPF,2020/2021,nil,UNPRINTED,ND,YES
1258,25000,CERT,1,1621520086,successful,659ED7TNB,2020/2021,nil,PRINTED,ND,NIL
1259,25000,CERT,1,1621525157,successful,QGVCPAU16,2020/2021,nil,PRINTED,ND,YES
1260,25000,CERT,1,1621545547,failed,PD78KRHM6,2020/2021,nil,UNPRINTED,ND,NIL
1261,10000,TRANS,1,1621578970,successful,E81R6K4TC,2020/2021,nil,PRINTED,HND,NIL
1262,25000,CERT,1,1621588702,successful,M9U1ED8AC,2020/2021,nil,PRINTED,ND,YES
1263,25000,CERT,1,1621595334,successful,6MB45T70J,2020/2021,nil,PRINTED,ND,YES
1264,25000,CERT,1,1621606757,successful,56K200FS1,2020/2021,nil,PRINTED,ND,NIL
1265,25000,CERT,1,1621609037,failed,H6FTQP7ES,2020/2021,nil,UNPRINTED,HND,NIL
1266,25000,CERT,1,1621609117,failed,9HBT0EP4N,2020/2021,nil,UNPRINTED,ND,NIL
1267,25000,CERT,1,1621610109,successful,A0RH0J9K1,2020/2021,nil,PRINTED,ND,NIL
1268,10000,TRANS,1,1621699061,failed,6N1RTJ04H,2020/2021,nil,UNPRINTED,ND,NIL
1269,25000,CERT,1,1621703677,successful,ME91C0AJ4,2020/2021,nil,PRINTED,ND,YES
1270,25000,CERT,1,1621758638,successful,9760ES2AR,2020/2021,nil,PRINTED,ND,NIL
1271,25000,CERT,1,1621843068,successful,QD0E1PJ7B,2020/2021,nil,PRINTED,ND,YES
1272,25000,CERT,1,1621844359,successful,06MH8KD0P,2020/2021,nil,PRINTED,ND,NIL
1273,25000,CERT,1,1621854421,successful,6T51RJMFN,2020/2021,nil,PRINTED,ND,NIL
1274,25000,CERT,1,1621846744,successful,85A0EFBPU,2020/2021,nil,PRINTED,ND,YES
1275,10000,TRANS,1,1621850015,successful,SQ960VUFP,2020/2021,nil,PRINTED,HND,YES
1276,25000,CERT,1,1621849898,successful,507NUKEJ8,2020/2021,nil,PRINTED,ND,NIL
1277,25000,CERT,1,1626361004,successful,5QSC4U6BV,2020/2021,nil,PRINTED,ND,YES
1278,25000,CERT,1,1621852559,failed,AMSPWHNG6,2020/2021,nil,UNPRINTED,ND,NIL
1279,25000,CERT,1,1621853186,successful,WJDRNTKGE,2020/2021,nil,UNPRINTED,ND,YES
1280,25000,CERT,1,1621856025,successful,GC596EQJB,2020/2021,nil,PRINTED,ND,NIL
1281,25000,CERT,1,1621857844,successful,FWJPR5740,2020/2021,nil,PRINTED,ND,YES
1282,25000,CERT,1,1625650063,successful,G5F4PEJ18,2020/2021,nil,UNPRINTED,ND,YES
1283,25000,CERT,1,1621872430,failed,9BD860MFW,2020/2021,nil,UNPRINTED,HND,NIL
1284,25000,CERT,1,1621932405,successful,FKHAPJTM0,2020/2021,nil,PRINTED,ND,YES
1285,25000,CERT,1,1621934152,successful,481TDKPA5,2020/2021,nil,PRINTED,ND,YES
1286,25000,CERT,1,1628163399,successful,P2NJ19FES,2020/2021,nil,PRINTED,ND,YES
1287,25000,CERT,1,1621940456,successful,DQVH4M0WA,2020/2021,nil,PRINTED,ND,NIL
1288,25000,CERT,1,1621941302,successful,PTK0QMWR5,2020/2021,nil,PRINTED,ND,YES
1289,25000,CERT,1,1621943891,successful,JEDW4PR2B,2020/2021,nil,PRINTED,ND,YES
1290,25000,CERT,1,1621948049,successful,N504B18TD,2020/2021,nil,PRINTED,HND,NIL
1291,25000,CERT,1,1621950898,successful,6U7K4BSJP,2020/2021,nil,PRINTED,ND,NIL
1292,10000,TRANS,1,1621956501,successful,SQWE8A24R,2020/2021,nil,PRINTED,ND,YES
1293,25000,CERT,1,1622006349,successful,AG81KHE50,2020/2021,nil,PRINTED,ND,YES
1294,25000,CERT,1,1622022650,successful,61MHQCGVS,2020/2021,nil,PRINTED,ND,NIL
1296,25000,CERT,1,1622025572,successful,7PQ5NH4BF,2020/2021,nil,PRINTED,ND,NIL
1295,25000,CERT,1,1622023727,successful,T19RS0QVA,2020/2021,nil,PRINTED,ND,YES
1297,25000,CERT,1,1622033927,failed,E9CU48Q62,2020/2021,nil,UNPRINTED,ND,NIL
1298,25000,CERT,1,1622041101,successful,BUHG26PDN,2020/2021,nil,PRINTED,ND,NIL
1299,25000,CERT,1,1622098040,successful,ADQSCM7NP,2020/2021,nil,PRINTED,ND,NIL
1300,10000,TRANS,1,1622097626,successful,U81T6BDNQ,2020/2021,nil,PRINTED,ND,NIL
1301,25000,CERT,1,1622110755,successful,HC08JAFP0,2020/2021,nil,PRINTED,ND,YES
1302,25000,CERT,1,1622114523,successful,T0UCKE0VS,2020/2021,nil,PRINTED,ND,NIL
